,tf,idf,tfidf,entropy_tfidf
决不再,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
采,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
好久没,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
羽毛,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
吴中路,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
重大,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
要慎,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
许久,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
环城,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
那人,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
他领,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
就要,0.00017779282902256275,4.830376125246521,0.0008588062365506239,0.6928717710684245
过错方,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
5KM,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
不断加强,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
0.7,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
如诗如画,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
消极,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
boy,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
有点儿,1.975475878028475e-05,7.011600361236299,0.0001385124737999805,0.0001385124737999805
给关,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
椅背,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
室,3.668740916338596e-05,6.472603860503613,0.0002374630661828076,0.690423139084987
大跌眼镜,1.6932650383101216e-05,7.165751041063557,0.00012133515711067278,0.00012133515711067278
扛着,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
凹,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
涂鸦,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
蛋挞,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,6.653598799156333e-05
只离,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
高温,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.6731127796401821
不小,7.619692672395547e-05,5.625306000116408,0.000428631029090697,0.6369427993239035
撞进,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
取暖,2.2576867177468287e-05,6.878068968611776,0.00015528524954181436,0.6617185234075239
插曲,2.5398975574651824e-05,6.7602859329553935,0.00017170433728879635,0.3490038001803208
抢救,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
贵上,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
新大陆,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
钟楼,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
专业知识,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
武陵,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
警察,4.2331625957753037e-05,6.472603860503613,0.00027399584559554727,0.6911973051594136
有失身份,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
瓶,7.05527099295884e-05,5.822016294362463,0.000410759026821492,0.6538289538205233
订位,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
超小不说,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
集散,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
升旗仪式,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
讨价还价,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
收些,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
绝好,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
这头,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
不成比例,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
付帐,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
几件,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
黄金地段,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
大学,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
恰年,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
生气,7.619692672395547e-05,5.625306000116408,0.000428631029090697,0.5301348300867452
指个,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
毫华,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
工作台,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
纸鹤,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
住里,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
汽车修理,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
搽,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
液体,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.5005035361691135
哪来,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
差是,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
雁鸣,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
覆辙,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
北京,0.0004233162595775304,4.0596707103407015,0.0017185246202178815,0.6125828266751114
合格,2.8221083971835358e-05,6.7602859329553935,0.0001907825969875515,0.6732024496062441
太干,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
悠悠的,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
色调,3.1043192369018895e-05,6.472603860503613,0.000200930286770068,0.4743402433446074
168,6.490849313522132e-05,5.961778236737621,0.00038697004175299574,0.5239733075230129
姜,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
非经济,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
罗嗦,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
事大,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
绽颜,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
厚爱,2.2576867177468287e-05,6.7602859329553935,0.0001526260775900412,0.0001526260775900412
规划,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
玩具,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.00010111263092556065
努力提高,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
堪称,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
湖南菜,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,6.653598799156333e-05
角是,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
技师,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
卧房,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,8.294822952611169e-05
下放,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
春圆,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
误会,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.6366328932723556
宛若,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
奔驰车,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
四次,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.6932659055374881
砖墙,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
呆住,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
问新开,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
涑,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
贵宾楼,0.0001185285526817085,5.293948864161966,0.0006274840968400926,0.5495018685818345
等行,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
股份,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
酸辣,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
中控,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
大变样,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
交通堵塞,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
主儿,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
包百等,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
夜晚,4.5153734354936574e-05,6.184921788051831,0.0002792723154237517,0.6934264528753691
美华,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
格在程,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
西方,1.975475878028475e-05,7.011600361236299,0.0001385124737999805,0.4102548307622091
腰,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
西苑,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
一应俱全,3.668740916338596e-05,6.318453180676354,0.00023180767711917084,0.4295548296077354
短腿,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
衣桂,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
一觉,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.45067993384384747
收录,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
买方市场,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
518,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
357,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
此楼,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
就订,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.6366328932723556
十公分,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
492,1.4110541985917679e-05,8.264363329731667,0.00011661464575105712,0.00011661464575105712
爱惜,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
停近,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
А,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
创造,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.6830439792938208
说不定,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
请多设,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
台湾人,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
灯笼,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
公寓楼,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
副,5.6442167943670715e-05,6.013071531125172,0.0003393907932170722,0.6884782045068055
验证,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
传统,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.45067993384384747
抢先,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
天,0.0006857723405155992,3.6443045312498255,0.0024991632479467963,0.6784001938219582
缠,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
兔子,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
的士,0.00015521596184509448,5.065690212180986,0.0007862759786929524,0.5867388942822438
爽气,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
楷模,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
拓展,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
餐饮费,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
截到,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
推土机,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
整夜,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.410252192881758
毛巾架,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
外交,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
欣喜,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
秤,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
嚓,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
道场,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
拉面馆,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
大理,3.95095175605695e-05,6.654925417297567,0.00026293289263899853,0.6831710375931107
香港机场,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
遵循,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
足部,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
旅途劳顿,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
拜托,1.6932650383101216e-05,7.165751041063557,0.00012133515711067278,0.6932685157170559
一盏,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
照理,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
华君住,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
老一代,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
铜臭,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
中试,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
很情,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
流连忘返,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
防盗链,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
打包带,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
不上不下,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
两三样,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
帐,5.6442167943670715e-05,5.912988072568189,0.0003337418658408155,0.5626688864846491
座落,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
kanghsi,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
立刻,9.030746870987315e-05,5.523523305806466,0.0004988154081073725,0.6759633978590105
3303,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
战略,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
深山,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
二十分钟,5.079795114930365e-05,6.067138752395448,0.00030819821796023106,0.4508694070842649
用途,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
表现,4.2331625957753037e-05,6.184921788051831,0.0002618177957097672,0.6732734848049663
第一条,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
的的确确,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
推崇,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
看员,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
能修,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
所小得,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
好辩,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
内因,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
starratingshouldhavehis,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
道个,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
漏雨,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
一遍,3.668740916338596e-05,6.559615237493242,0.00024065528817229575,0.6174824250185139
价格体系,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
停车场,0.0003132540320873725,4.38279953178823,0.0013729296251633113,0.6689380054708449
酸梅汤,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
迫不得已,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,6.653598799156333e-05
眼底,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
令人欣慰,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
不太远,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
同期,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
相去甚远,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
往来,1.6932650383101216e-05,7.165751041063557,0.00012133515711067278,0.6932685157170559
外套,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
现,2.5398975574651824e-05,6.654925417297567,0.00016902828812507048,0.6366831965829378
塞住,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
座机,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
修正,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
坐车到,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
锦江,0.0002511676473493347,4.752817890900647,0.0011937540879373423,0.6475908210028652
无精打采,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
鄂尔多斯市,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
不象,3.95095175605695e-05,6.318453180676354,0.0002496390368975686,0.6831577437373693
旧,0.001058290648943826,3.091042453358316,0.003271221323877488,0.6773493246954017
相配,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
108,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
文物保护,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
动弹,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
娇小,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
巷,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
开口,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.6731127796401821
无人,5.362005954648718e-05,5.961778236737621,0.0003196709040568226,0.5766537986608066
水压,3.95095175605695e-05,6.249460309189403,0.0002469131618300008,0.6520034743344832
二室,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
靠虑,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
椰梦,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,8.546717068587644e-05
vestayedattheRegalia,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
佳苑,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
乐意,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.45067993384384747
13706916440,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
划得来,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
供选择,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.6830439792938208
夸,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
一分货,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
毗邻,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,0.6365807042828043
黄页,8.466325191550608e-06,8.264363329731667,6.996878745063427e-05,6.996878745063427e-05
不好意思,5.926427634085425e-05,5.8664680569332965,0.0003476719840708892,0.664876110638986
发送给,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
林芝,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
无处可去,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
狠心,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
威斯汀,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
铛铛,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
却实,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
...........,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
交给,2.2576867177468287e-05,6.7602859329553935,0.0001526260775900412,0.6617158642355722
凳,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
把头,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.6932301287894714
连贯,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
有效性,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
避免出现,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
夔,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
二浴,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
调长些,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
有静,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
挺暗,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
NOBAD,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
出乎意料,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.4102521928817582
点半前,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
中英文,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
世帆赛,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
二十多分钟,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.5005035361691135
烫衣,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
打底,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
软性,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
小雨,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.6731127796401821
弱势群体,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
西里,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
纸,4.5153734354936574e-05,6.249460309189403,0.0002821864706628581,0.5626173310894711
没法,0.0002031918045972146,4.723404005694353,0.0009597569837587476,0.604597008484085
东昌路,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
三水,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
水不太清,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
但水,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
超预算,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
磨损,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
忽闪,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
味,9.312957710705668e-05,5.431149985675451,0.0005058007013709517,0.61391585015843
退而求其次,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
打来,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
横档,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
打篮球,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
深表歉意,0.00010441801069579083,5.346592597647388,0.000558280563047181,0.6091151664683363
门框,1.6932650383101216e-05,7.165751041063557,0.00012133515711067278,0.6366355034519234
福顺,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
杂技,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
第一张,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
25%,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
追加,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
凑数,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
倒光,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
花点,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
鬼妹,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
何必,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.00011872497754284044
制度,1.4110541985917679e-05,7.348072597857512,0.00010368528690763962,0.6731153522961641
打行,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
近海,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
漕宝路,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
开户行,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
石油,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,0.6932326477306312
225,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
2319,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
联络,3.1043192369018895e-05,6.654925417297567,0.0002065901299306417,0.6556883640313234
